...1,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,log10_padj,sig,bigfc
ENSG00000138347,48.6835855730831,-2.07820470596312,0.506675272068878,-4.10165015055363,4.10214179112481e-5,0.006593875203574,MYPN,2.180859276621445,TRUE,TRUE
ENSG00000138795,3541.54241042124,-2.3734703222926,0.458535210265955,-5.1762008001871,2.26449735448056e-7,1.0768602960023e-4,LEF1,3.967840635244958,TRUE,TRUE
ENSG00000145569,267.286843266194,-2.69296392335938,0.443115692848643,-6.07733819140372,1.22193878911537e-9,1.67201423533973e-6,OTULINL,5.7767600293472565,TRUE,TRUE
ENSG00000146021,84.3124575660227,-4.65545399640395,1.31235297445012,-3.5474099476588,3.8903872342361e-4,0.0400300370680616,KLHL3,1.3976140077353356,TRUE,TRUE
ENSG00000147642,310.229752279416,-2.13573032446251,0.394525934789273,-5.41340919856957,6.18359580524531e-8,3.75173683425142e-5,SYBU,4.425767632830508,TRUE,TRUE
ENSG00000155850,1079.60415066033,-2.30244248482468,0.296803675272669,-7.75745948128659,8.664754811701221e-15,5.08187869706277e-11,SLC26A2,10.293975705642401,TRUE,TRUE
ENSG00000156427,18.280090823641,-3.09513422081593,0.747095908977633,-4.14288739052457,3.42960369167434e-5,0.00569281858066132,FGF18,2.244672656109956,TRUE,TRUE
ENSG00000160862,3415.43826941275,-3.06575319287389,0.565504021055179,-5.42127567396157,5.91752218086383e-8,3.71852867043926e-5,AZGP1,4.429628865685019,TRUE,TRUE
ENSG00000161298,191.796145457084,-2.79436973601705,0.666883306819076,-4.19019295796401,2.78717334344738e-5,0.00471541490172661,ZNF382,2.3264800883767327,TRUE,TRUE
ENSG00000167653,23461.9123114003,-2.51820998400545,0.458148911899892,-5.4964879727919,3.87429505103043e-8,2.72672885691522e-5,PSCA,4.564358045703437,TRUE,TRUE
ENSG00000179094,777.577737205686,-2.00792661910412,0.326029384898817,-6.15872897385393,7.33311004801452e-10,1.17296428449832e-6,PER1,5.930715211483314,TRUE,TRUE
ENSG00000182585,38.3324500562488,-3.42221067368468,0.811449392023926,-4.21740493901778,2.47129947319718e-5,0.00430519942880241,EPGN,2.366006726016979,TRUE,TRUE
ENSG00000182902,73.2770892366994,-2.07873058654644,0.415233346547496,-5.0061744891885,5.55224297380462e-7,2.3827247591242e-4,SLC25A18,3.6229261223607936,TRUE,TRUE
ENSG00000204103,232.20596622457,-2.76259205106645,0.439876447807753,-6.28038183184073,3.3774250592835603e-10,6.817824952479e-7,MAFB,6.166354153466231,TRUE,TRUE
ENSG00000225840,27786.2257626977,-3.04168834355243,0.748119697945018,-4.06577764481744,4.78725631932123e-5,0.00752069419093367,NA,2.123742070395408,TRUE,TRUE
ENSG00000234852,81.6068303023941,6.6561818706183304,1.26577221861718,5.25859374437055,1.45161180766762e-7,7.29745993026049e-5,ZBTB12,4.136828281007921,TRUE,TRUE
ENSG00000237900,81.6068303023941,6.6561818706183304,1.26577221861718,5.25859374437055,1.45161180766762e-7,7.29745993026049e-5,ZBTB12,4.136828281007921,TRUE,TRUE
ENSG00000250264,68.699632656322,6.11395692895964,1.32688469823878,4.60775298492393,4.07043810367976e-6,0.00115515094248783,NA,2.9373612632121344,TRUE,TRUE
ENSG00000271605,26.3231457906582,-4.74875145808942,1.29198903639315,-3.67553541425283,2.3735111158271e-4,0.0269431794083727,MILR1,1.569551157015457,TRUE,TRUE
ENSG00000274810,28.1381792013378,-3.85521821011668,1.09964816878735,-3.50586516628138,4.5512571386637e-4,0.0454996416788569,NPHP3-ACAD11,1.3419920235078977,TRUE,TRUE
ENSG00000276879,37.9068704071496,3.9558234749138,0.964714159652874,4.10051354106504,4.12234312243899e-5,0.006593875203574,IFI27L2,2.180859276621445,TRUE,TRUE
ENSG00000283342,9.11434629667637,-4.13720819285534,1.14723989153932,-3.60622762803708,3.1068063241486e-4,0.0335943937818362,NA,1.473733191442197,TRUE,TRUE
