...1,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,log10_padj,sig,bigfc
ENSG00000156127,240.834952516982,-2.46747234586997,0.261010808523542,-9.45352554489106,3.2760639561971202e-21,1.58141487280428e-18,BATF,17.800954181090272,TRUE,TRUE
ENSG00000156535,1440.4830553418,-2.59297689325917,0.51747632607641,-5.01081259681877,5.42006774330377e-7,4.65927832581903e-5,CD109,4.331681345839177,TRUE,TRUE
ENSG00000157514,2618.45835577954,-3.80046317823174,0.269936941616851,-14.0790777115128,5.1071963450487496e-45,1.92296156783775e-41,TSC22D3,40.71602939545095,TRUE,TRUE
ENSG00000163082,348.205891419417,-2.62834421034862,0.299135167008853,-8.78647681792237,1.5432351182218001e-18,5.38017487697104e-16,SGPP2,15.26920360781517,TRUE,TRUE
ENSG00000163435,4603.51379431896,2.06773434507547,0.453963552504489,4.55484660314228,5.24238195621388e-6,3.6019373250979e-4,ELF3,3.443463848318525,TRUE,TRUE
ENSG00000163638,34.7900008455516,-2.92622608391199,0.350609882230785,-8.34610269765824,7.05524642534253e-17,2.17741097054916e-14,ADAMTS9,13.66205959328456,TRUE,TRUE
ENSG00000165548,137.75187606647,-4.33908118369228,1.30155926095457,-3.33375614454156,8.5681739934973e-4,0.0276147470683702,TMEM63C,1.5588589302536004,TRUE,TRUE
ENSG00000166741,307.23714626064,-3.05174138328981,0.322245990091569,-9.47022298841525,2.79246929103632e-21,1.38344807560657e-18,NNMT,17.859037136415132,TRUE,TRUE
ENSG00000166828,400.045361542997,-4.13339794118097,1.06313708233389,-3.88792565875604,1.0110458071699e-4,0.00464242643067821,SCNN1G,2.333254969872222,TRUE,TRUE
ENSG00000167772,243.336294848834,-3.2907590125991,0.307832651660943,-10.6900908491788,1.13259982433732e-26,1.0153487758559299e-23,ANGPTL4,22.993384750449103,TRUE,TRUE
ENSG00000169715,794.167985837531,-2.91899600364399,0.556909179307756,-5.24142196268399,1.59343864139445e-7,1.52274496765949e-5,MT1E,4.817372827072856,TRUE,TRUE
ENSG00000170214,85.6434188956723,-2.50501483842569,0.251692831266376,-9.95266661279893,2.4551466968991498e-23,1.71187376725272e-20,ADRA1B,19.766528263144153,TRUE,TRUE
ENSG00000170629,23.5426201080968,2.3957352488209,0.711265275372481,3.36827247410087,7.5640801077503e-4,0.0248086014126322,NA,1.6053977184322268,TRUE,TRUE
ENSG00000171051,11.8279999299629,-2.25977582290649,0.676374109103363,-3.34101467293326,8.3472811530168e-4,0.027001016320738,FPR1,1.5686198886491085,TRUE,TRUE
ENSG00000172216,2587.38330632264,-2.14983408527882,0.220822799819631,-9.73556212055461,2.12638763800112e-22,1.25098042728154e-19,CEBPB,18.902749485182774,TRUE,TRUE
ENSG00000173208,6.16281513246507,-2.65732665511797,0.766677293394564,-3.46603020333667,5.2820393952159e-4,0.0184489190453313,ABCD2,1.7340290748382847,TRUE,TRUE
ENSG00000173432,62.4717601942967,-2.27522441048364,0.283029739429296,-8.03881745809267,9.070959120585089e-16,2.51132171182551e-13,SAA1,12.600097648608877,TRUE,TRUE
ENSG00000174640,37.3321957047042,-2.54210859513318,0.612143382448038,-4.15279927550139,3.28432806264726e-5,0.00178186628551577,SLCO2A1,2.7491248893235496,TRUE,TRUE
ENSG00000175707,396.037358784221,-4.22515594138313,1.26006189098417,-3.35313366082604,7.9902110297503e-4,0.0260248638142008,KDF1,1.5846115344359029,TRUE,TRUE
ENSG00000178773,124.053434472434,-3.03027523023184,0.439690286834071,-6.8918402816012,5.5075191482274794e-12,1.11488769338205e-9,CPNE7,8.952768878446289,TRUE,TRUE
ENSG00000179094,777.577737205686,-3.07636784342168,0.326134019093797,-9.43283332407253,3.99158214998902e-21,1.83281769648032e-18,PER1,17.736880730536985,TRUE,TRUE
ENSG00000179593,14.5511372181606,-8.14452146969207,1.07875989325031,-7.54989272464754,4.35616899753208e-14,1.1082329398316099e-11,ALOX15B,10.955368945518382,TRUE,TRUE
ENSG00000180287,150.853136355718,-2.7678666658488,0.282623885671977,-9.79346334888793,1.20109766553968e-22,7.294149887564519e-20,PLD5,19.13702531660856,TRUE,TRUE
ENSG00000182489,29.7252686364793,-2.9562752147989,0.437031413704488,-6.76444558010167,1.3382064675754098e-11,2.6242786415182e-9,XKRX,8.5809900541862,TRUE,TRUE
ENSG00000183578,24.7270520535078,-2.84394088635774,0.335276528327814,-8.48237393933254,2.20645105228223e-17,7.04044873055342e-15,TNFAIP8L3,14.152399659750985,TRUE,TRUE
ENSG00000187210,519.95831869016,-2.15771944906333,0.355396818636158,-6.07129646614064,1.2688170096443902e-9,1.73092384228734e-7,GCNT1,6.761722039924705,TRUE,TRUE
ENSG00000187957,41.0621313824856,-2.49231569139128,0.296124379440837,-8.41644884523674,3.88068350710276e-17,1.21762912841194e-14,DNER,13.91448497115394,TRUE,TRUE
ENSG00000188487,6.25384473764586,-4.26522835271494,0.732603856026664,-5.82201187944567,5.8143415467559e-9,6.92789835184978e-7,INSC,6.159398493039583,TRUE,TRUE
ENSG00000196872,160.50691260359,-5.19287766945468,0.601992190328848,-8.62615454632059,6.3449268245133294e-18,2.1330284356837102e-15,CRACDL,14.6710033548749,TRUE,TRUE
ENSG00000198417,206.733944686831,-2.30980114577452,0.473713476953854,-4.87594560456113,1.0828844830482e-6,8.7121296059254e-5,MT1F,4.059875672425887,TRUE,TRUE
ENSG00000198483,49.0030019431704,-3.47305180434676,0.551083095807908,-6.30222888483838,2.9339546035468003e-10,4.49062027368878e-8,ANKRD35,7.34769366727394,TRUE,TRUE
ENSG00000198797,16.4967808206757,3.27593430689763,0.805788830578665,4.0654997718758,4.79296412008708e-5,0.00247464591008686,BRINP2,2.6064869342240553,TRUE,TRUE
ENSG00000204060,102.001930299035,-4.84606580111449,1.29130269541652,-3.75285037219825,1.7483521971704e-4,0.00736341800087941,FOXO6,2.1329205451266358,TRUE,TRUE
ENSG00000204959,57.1436182062705,5.64221654743782,1.4253631330748,3.95844147818417,7.54404197781066e-5,0.00366563205291618,NA,2.435851130592542,TRUE,TRUE
ENSG00000206383,13.8603424606657,4.68406201430726,1.28067895151823,3.65748340655896,2.5470374287154e-4,0.0102022397091485,HSPA1L,1.991304476615708,TRUE,TRUE
ENSG00000213648,37.6897376793913,-2.59671654061401,0.7363001087305,-3.52670943522087,4.2075824326607e-4,0.0154409253172069,SULT1A4,1.8113266775679164,TRUE,TRUE
ENSG00000214510,105.445390425487,-3.09186998652623,0.591589268556418,-5.22637943394568,1.7286144622693e-7,1.62714479333409e-5,SPINK13,4.788573799154062,TRUE,TRUE
ENSG00000214694,71.7365245199035,2.94669710143202,0.83484358103211,3.52963976531873,4.1612584325216e-4,0.0153007521973932,ARHGEF33,1.8152872183884647,TRUE,TRUE
ENSG00000220517,5.93687575453237,-6.71677890284714,1.32608977619776,-5.06510118953324,4.08183470406672e-7,3.57416837854698e-5,ASS1P1,4.446824991799227,TRUE,TRUE
ENSG00000221869,733.262261637663,-2.29765203030048,0.164761590627741,-13.9453134771668,3.359686284200799e-44,9.79455476580568e-41,CEBPD,40.00901530108308,TRUE,TRUE
ENSG00000223687,9.44716206945622,22.3121694911189,2.33326322132207,9.56264569176058,1.14784148597654e-21,6.174075375712659e-19,ZNF311,18.2094280727716,TRUE,TRUE
ENSG00000236251,13.8603424606657,4.68406201430726,1.28067895151823,3.65748340655896,2.5470374287154e-4,0.0102022397091485,HSPA1L,1.991304476615708,TRUE,TRUE
ENSG00000253368,303.986335951308,-2.44466829434786,0.256148834910308,-9.54393681003419,1.3751079528404801e-21,7.191050644493019e-19,TRNP1,18.143207652625296,TRUE,TRUE
ENSG00000269378,30.1153906765373,-22.0421654513557,3.19730457035546,-6.89398365602222,5.4251259917435695e-12,1.1101458904409202e-9,NA,8.954619944411482,TRUE,TRUE
ENSG00000273889,1472.39285338613,5.57787613249638,1.56937451582298,3.55420333149182,3.7912597622366e-4,0.0141568554081233,FAM83H,1.8490332036070118,TRUE,TRUE
ENSG00000275565,85.967070344288,-2.03799344078228,0.399220053533222,-5.1049375469629,3.30903780803993e-7,2.96647360829332e-5,ALOX5,4.527759511079625,TRUE,TRUE
ENSG00000278605,336.521390040749,2.89313712080392,0.670686098543472,4.31369775978203,1.60546395818409e-5,9.4451451489917e-4,TSEN34,3.0247913636371417,TRUE,TRUE
ENSG00000285982,30.0164335652172,-6.58900803506968,1.70794259008226,-3.85786271349573,1.1438286175729e-4,0.00515160707043742,NA,2.28805726941543,TRUE,TRUE
ENSG00000288658,33.8700064413227,-2.29225431803681,0.462254980233527,-4.95885261610115,7.09107364062885e-7,6.01335821434589e-5,RNF228,4.220882924562947,TRUE,TRUE
